scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:30:17.678690,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
1 night · 

September 2022

","
September 2022
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:30:17.688536,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View - Accessible
","
3 nights · 

August 2022

","
August 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:30:17.704169,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

July 2022

","
July 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:17.704169,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
3 nights · 

June 2022

","
June 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
June 2022
"
2022-12-10 07:30:17.720000,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
2 nights · 

May 2022

","
May 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
May 2022
"
2022-12-10 07:30:17.740554,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
1 night · 

April 2022

","
April 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
April 2022
"
2022-12-10 07:30:17.753901,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
2 nights · 

March 2022

","
March 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
March 2022
"
2022-12-10 07:30:17.767906,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View - Accessible
","
4 nights · 

March 2022

","
March 2022
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
March 2022
"
2022-12-10 07:30:19.877994,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

December 2021

","
December 2021
","
Family
", 10 ,There are no comments available for this review,N/A,"
December 2021
"
2022-12-10 07:30:19.894215,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
4 nights · 

January 2022

","
January 2022
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
January 2022
"
2022-12-10 07:30:19.903393,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View
","
2 nights · 

September 2021

","
September 2021
","
Couple
", 8.0 ,There are no comments available for this review,N/A,"
September 2021
"
2022-12-10 07:30:19.916569,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
4 nights · 

November 2021

","
November 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
November 2021
"
2022-12-10 07:30:19.930607,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Executive Suite
","
2 nights · 

October 2021

","
October 2021
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:19.944957,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
1 night · 

October 2021

","
October 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:19.955958,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Executive Suite
","
3 nights · 

October 2021

","
October 2021
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:19.999130,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

October 2021

","
October 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:20.011317,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
1 night · 

September 2021

","
September 2021
","
Couple
", 8.0 ,There are no comments available for this review,N/A,"
September 2021
"
2022-12-10 07:30:20.021315,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
1 night · 

September 2021

","
September 2021
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
September 2021
"
2022-12-10 07:30:22.153476,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
6 nights · 

September 2021

","
September 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
September 2021
"
2022-12-10 07:30:22.173795,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier Queen Room with Two Queen Beds - Accessible
","
2 nights · 

August 2021

","
August 2021
","
Family
", 10 ,There are no comments available for this review,N/A,"
August 2021
"
2022-12-10 07:30:22.188547,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Executive Suite
","
2 nights · 

August 2021

","
August 2021
","
Family
", 8.0 ,There are no comments available for this review,N/A,"
August 2021
"
2022-12-10 07:30:22.205650,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View
","
3 nights · 

July 2021

","
July 2021
","
Group
", 9.0 ,There are no comments available for this review,N/A,"
July 2021
"
2022-12-10 07:30:22.218764,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

June 2021

","
June 2021
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
June 2021
"
2022-12-10 07:30:22.234634,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
8 nights · 

May 2021

","
May 2021
","
Family
", 9.0 ,There are no comments available for this review,N/A,"
May 2021
"
2022-12-10 07:30:22.248494,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

May 2021

","
May 2021
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
May 2021
"
2022-12-10 07:30:22.262060,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

May 2021

","
May 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
May 2021
"
2022-12-10 07:30:22.277300,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier Queen Room with Two Queen Beds - Accessible
","
1 night · 

April 2021

","
April 2021
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
April 2021
"
2022-12-10 07:30:22.291980,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View
","
3 nights · 

April 2021

","
April 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
April 2021
"
2022-12-10 07:30:24.413908,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Four Seasons Executive Suite - Accessible
","
3 nights · 

February 2021

","
February 2021
","
Family
", 9.0 ,There are no comments available for this review,N/A,"
February 2021
"
2022-12-10 07:30:24.427029,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
1 night · 

February 2021

","
February 2021
","
Couple
", 10 ,There are no comments available for this review,N/A,"
February 2021
"
2022-12-10 07:30:24.446133,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View
","
1 night · 

December 2020

","
December 2020
","
Couple
", 10 ,There are no comments available for this review,N/A,"
December 2020
"
2022-12-10 07:30:24.460677,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
2 nights · 

December 2020

","
December 2020
","
Group
", 8.0 ,There are no comments available for this review,N/A,"
December 2020
"
2022-12-10 07:30:24.472943,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

November 2020

","
November 2020
","
Family
", 10 ,There are no comments available for this review,N/A,"
November 2020
"
2022-12-10 07:30:24.490006,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
3 nights · 

September 2020

","
September 2020
","
Couple
", 10 ,There are no comments available for this review,N/A,"
September 2020
"
2022-12-10 07:30:24.502979,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
4 nights · 

August 2020

","
August 2020
","
Couple
", 10 ,There are no comments available for this review,N/A,"
August 2020
"
2022-12-10 07:30:24.518583,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
2 nights · 

September 2020

","
September 2020
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
September 2020
"
2022-12-10 07:30:24.531259,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
3 nights · 

September 2020

","
September 2020
","
Family
", 10 ,There are no comments available for this review,N/A,"
September 2020
"
2022-12-10 07:30:24.547055,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
1 night · 

August 2020

","
August 2020
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
August 2020
"
2022-12-10 07:30:26.663152,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
2 nights · 

February 2020

","
February 2020
","
Couple
", 9.2 ,There are no comments available for this review,N/A,"
February 2020
"
2022-12-10 07:30:26.682956,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

December 2019

","
December 2019
","
Family
", 10 ,There are no comments available for this review,N/A,"
December 2019
"
2022-12-10 07:30:26.699050,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
3 nights · 

January 2020

","
January 2020
","
Couple
", 10 ,There are no comments available for this review,N/A,"
January 2020
"
2022-12-10 07:30:26.714774,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
1 night · 

January 2020

","
January 2020
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
January 2020
"
2022-12-10 07:30:26.728637,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

October 2022

","
October 2022
","
Family
", 6.0 ,There are no comments available for this review,N/A,"
October 2022
"
2022-12-10 07:30:26.740699,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
2 nights · 

September 2022

","
September 2022
","
Couple
", 7.0 ,There are no comments available for this review,N/A,"
September 2022
"
2022-12-10 07:30:26.754819,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
11 nights · 

October 2021

","
October 2021
","
Group
", 6.0 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:26.766245,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
1 night · 

November 2020

","
November 2020
","
Couple
", 6.0 ,There are no comments available for this review,N/A,"
November 2020
"
2022-12-10 07:30:28.932488,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

November 2022

","
November 2022
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
November 2022
"
2022-12-10 07:30:28.953319,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

November 2022

","
November 2022
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
November 2022
"
2022-12-10 07:30:28.970140,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
1 night · 

August 2022

","
August 2022
","
Couple
", 9.0 ,There are no comments available for this review,N/A,"
August 2022
"
2022-12-10 07:30:28.981955,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier Queen Room with Two Queen Beds
","
2 nights · 

July 2022

","
July 2022
","
Group
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:28.997581,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
5 nights · 

July 2022

","
July 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:29.012163,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier Queen Room with Two Queen Beds
","
1 night · 

July 2022

","
July 2022
","
Family
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:29.026688,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
4 nights · 

July 2022

","
July 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:29.042856,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room with City View - Accessible
","
3 nights · 

July 2022

","
July 2022
","
Couple
", 8.0 ,There are no comments available for this review,N/A,"
July 2022
"
2022-12-10 07:30:29.060796,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier King Room
","
1 night · 

June 2022

","
June 2022
","
Couple
", 10 ,There are no comments available for this review,N/A,"
June 2022
"
2022-12-10 07:30:29.073319,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Premier Queen Room with Two Queen Beds
","
1 night · 

November 2021

","
November 2021
","
Family
", 10 ,There are no comments available for this review,N/A,"
November 2021
"
2022-12-10 07:30:31.178747,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Superior King Room
","
3 nights · 

October 2021

","
October 2021
","
Solo traveler
", 10 ,There are no comments available for this review,N/A,"
October 2021
"
2022-12-10 07:30:31.194998,"Four Seasons Hotel One Dalton Street, Boston","
1 DALTON STREET, Back Bay, Boston, 02199-3900, United States of America
",9.3,Wonderful ,114 reviews,"
Deluxe King Room
","
3 nights · 

February 2020

","
February 2020
","
Solo traveler
", 9.0 ,There are no comments available for this review,N/A,"
February 2020
"
2022-12-10 07:31:00.494693,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

June 2022

","
June 2022
","
Solo traveler
", 9.0 ,"The property is a quick 15 minutes from the airport. 
The staff is friendly and accommodating and like all the Marriott hotels I’ve stayed in it was very clean and  well maintained.",N/A,"
June 2022
"
2022-12-10 07:31:00.510475,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
2 nights · 

September 2022

","
September 2022
","
Family
", 8.0 ,Room was nice and clean. Front desk staffer at check in was nice and accommodating. Housekeeping staff was nice and attentive.,Our floor smelled like pot. Front desk staffer rejected my request for a late checkout.,"
September 2022
"
2022-12-10 07:31:00.527862,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

August 2022

","
August 2022
","
Couple
", 8.0 ,"The hotel decorations were really nice, it felt elegant. They had a fantastic gym. Probably one of the best hotel gyms I've seen. Rooms were great no complaints.",The breakfast was just a joke. You get a choice of a small muffin or a small bagel with coffee.,"
August 2022
"
2022-12-10 07:31:00.544902,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

August 2022

","
August 2022
","
Solo traveler
", 9.0 ,Large bed,No breakfast included,"
August 2022
"
2022-12-10 07:31:00.559759,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

August 2022

","
August 2022
","
Group
", 8.0 ,room was very clean,pay for parking,"
August 2022
"
2022-12-10 07:31:00.572712,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
3 nights · 

August 2022

","
August 2022
","
Family
", 8.0 ,"Rooms were roomy.
LOVED  the downstairs Starbucks room. Staff were super friendly . Facility right in the middle off what we wanted to do.",Rooms looked a little outdated . Ice machine did not work,"
August 2022
"
2022-12-10 07:31:00.586630,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

August 2022

","
August 2022
","
Family
", 7.0 ,I could not reach the front desk. My husband had to go down. There are 2 phones in the room but only one of them worked. I had been pushing the button for the front desk and was told that I should be using a different method. That was not explained or written anywhere.,N/A,"
August 2022
"
2022-12-10 07:31:00.604387,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

July 2022

","
July 2022
","
Couple
", 7.0 ,The room was really clean and good size. Bed was super comfortable.,"Although advertised free breakfast, there was only one option for free breakfast. Coffee/tea and muffin.","
July 2022
"
2022-12-10 07:31:00.618414,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
3 nights · 

July 2022

","
July 2022
","
Family
", 9.0 ,"well equipped rooms 
Good standard overall",more teabags and milk in fridge.,"
July 2022
"
2022-12-10 07:31:00.631399,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

July 2022

","
July 2022
","
Family
", 8.0 ,Bed was so cozy,N/A,"
July 2022
"
2022-12-10 07:31:02.757415,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
4 nights · 

May 2022

","
May 2022
","
Couple
", 8.0 ,"walkable distance to metro, shopping Center nearby","breakfast, too pricey","
May 2022
"
2022-12-10 07:31:02.775914,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

May 2022

","
May 2022
","
Solo traveler
", 8.0 ,"When I checked in, they first quoted me a different rate at the reception.  Then I had to tell or show them (I cannot remember which) the rate promised by Booking.com, and then they changed it to that rate.",N/A,"
May 2022
"
2022-12-10 07:31:02.792604,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
10 nights · 

May 2022

","
May 2022
","
Solo traveler
", 7.0 ,"Poor breakfast. Room okay, but a little outdated.",N/A,"
May 2022
"
2022-12-10 07:31:02.805123,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

June 2022

","
June 2022
","
Solo traveler
", 8.0 ,Location,Price,"
June 2022
"
2022-12-10 07:31:02.819386,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

May 2022

","
May 2022
","
Couple
", 7.0 ,"friendly staff, comfortable beds, short walk to train",N/A,"
May 2022
"
2022-12-10 07:31:02.836795,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
6 nights · 

June 2022

","
June 2022
","
Couple
", 8.0 ,The room was very clean and comfortable. Excellent air conditioning,"In reception, there were notices advertising a bar and bistro, however all there was was a Starbucks breakfast service in the morning and a vending machine selling drinks and snacks","
June 2022
"
2022-12-10 07:31:02.852575,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
4 nights · 

May 2022

","
May 2022
","
Group
", 8.0 ,"Lots of options to eat and shop in South Bay mall, friendly and helpful staff, spacious room, and nice common spaces.",Limited fresh options for breakfast. 10 min walk to Andrew T stop can get a bit sketchy at night esp at the station.,"
May 2022
"
2022-12-10 07:31:02.869652,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
1 night · 

May 2022

","
May 2022
","
Family
", 7.0 ,We got a free breakfast that was far below expectations. It was in an awful room and the food was awful. I’ve been to many hotels that give free breakfast and they have great buffets with lots of choices. This one was just dreadful. The rest of the stay was good but that ruined the whole thing.,N/A,"
May 2022
"
2022-12-10 07:31:02.884901,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

May 2022

","
May 2022
","
Couple
", 7.0 ,clean and friendly,Air Condition unit made a lot of noise,"
May 2022
"
2022-12-10 07:31:02.900091,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
1 night · 

May 2022

","
May 2022
","
Couple
", 8.0 ,"The price was great for Boston, and the staff were very friendly.","The free breakfast that was advertised on Booking.com was confusing.  We were first told that we didn't get breakfast, and later found out that it was in a small room in the back.","
May 2022
"
2022-12-10 07:31:05.027257,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

May 2022

","
May 2022
","
Solo traveler
", 8.0 ,Service friendlyness,Could have larger selection for breakfast,"
May 2022
"
2022-12-10 07:31:05.046575,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

May 2022

","
May 2022
","
Family
", 8.0 ,The woman at the front desk when we checked in Saturday was outstanding !  She was very helpful and an absolute joy to have met.  You have a great employee there.  It was around 1 PM Saturday.,I thought the price was high but believe you jacked it up as it was graduation weekend.  Walk from the T to the hotel was a bit sketchy.  If you had a service from there to your hotel after dark I would consider staying there again.  Assuming price wasn’t $400 a night!!,"
May 2022
"
2022-12-10 07:31:05.062611,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

May 2022

","
May 2022
","
Couple
", 8.0 ,nice large and very clean rooms. staff were excellent,Breakfast was not good at all.,"
May 2022
"
2022-12-10 07:31:05.079041,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
3 nights · 

April 2022

","
April 2022
","
Group
", 8.0 ,The hotel was very comfortable and the rooms were spacious and well appointed. The breakfast was fantastic - lots of food options and the lady looking after the breakfast was so friendly and helpful.,The location was a little odd but it was easy to walk to the train station to get a train (4 stops) into Boston or to get an Uber/Lyft. It was nice and close to the airport via Uber. The area around the train station is a bit dodgy but not too bad. The area directly around the hotel had good shops and some cafes and restaurants for dinner.  Paid a premium for accommodation as it was during Boston Marathon so value for money was average.,"
April 2022
"
